연번,식당명,도로명주소,지번주소,식당위도,식당경도,식당대표전화번호,영업신고증업태명,영업인허가명,식당상태
2352,밥과술이생각날때,"전북특별자치도 전주시 덕진구 떡전로 6-1, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 759-5 ,35.83592047,127.1285468,,정종/대포집/소주방,일반음식점,운영중
2353,만수식당호성점,"전북특별자치도 전주시 덕진구 사거리길 49, 1층 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 431 ,35.87303837,127.1566675,,한식,일반음식점,운영중
2354,솔내촌,"전북특별자치도 전주시 덕진구 두간로 26, 1층 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 823-2 ,35.8651305,127.1172324,,한식,일반음식점,운영중
2355,정다운식당,"전북특별자치도 전주시 덕진구 모래내4길 4-2, 1층 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 202-85 ,35.83298347,127.1437978,,한식,일반음식점,운영중
2356,핵밥전주혁신도시점,"전북특별자치도 전주시 덕진구 기지로 70, 1층 101호일부호 (중동)",전북특별자치도 전주시 덕진구 중동 774-2 ,35.83809687,127.059652,063-224-2645,기타,일반음식점,운영중
2357,본도시락송천에코시티점,"전북특별자치도 전주시 덕진구 천마산로 100, 상가동 1층 105호 (송천동1가, 진흥더블파크아파트)",전북특별자치도 전주시 덕진구 송천동1가 12-10 진흥더블파크아파트 ,35.86476714,127.1317085,,김밥(도시락),일반음식점,운영중
2358,닭도리도리,"전북특별자치도 전주시 덕진구 석소로 9, 1층 101호 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 921-13 ,35.828261,127.1695918,063-246-7390,"외국음식전문점(인도,태국등)",일반음식점,운영중
2359,처갓집양념치킨전주송천점,"전북특별자치도 전주시 덕진구 붓내1길 10, 208동 2층 204호 일부호 (송천동2가, 신동비사벌아파트)",전북특별자치도 전주시 덕진구 송천동2가 197-16 신동비사벌아파트 ,35.86430741,127.1229993,,호프/통닭,일반음식점,운영중
2360,김가네얼큰이국밥,"전북특별자치도 전주시 덕진구 팔복로 209, 4동 1층 일부호 (팔복동3가)",전북특별자치도 전주시 덕진구 팔복동3가 526-1 ,35.85622687,127.0848251,,한식,일반음식점,운영중
2361,솔가맥,"전북특별자치도 전주시 덕진구 송천4길 53, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 629-1 ,35.86116686,127.1162909,,호프/통닭,일반음식점,운영중
2362,포코,"전북특별자치도 전주시 덕진구 명륜4길 10-4, 2층 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1266-3 ,35.84251427,127.1267812,,"외국음식전문점(인도,태국등)",일반음식점,운영중
2363,역전할머니맥주전주만성점,"전북특별자치도 전주시 덕진구 만성중앙로 49, 1층 107,108호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1373-2 ,35.84298202,127.0771287,,호프/통닭,일반음식점,운영중
2364,가정식백반도솔천,"전북특별자치도 전주시 덕진구 만성중앙로 53-39, 2층 205호,206호,207호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1372-2 ,35.84336232,127.0773568,063-212-7311,한식,일반음식점,운영중
2365,스테이호원,"전북특별자치도 전주시 덕진구 숲정이로 7-2, 1층 (진북동)",전북특별자치도 전주시 덕진구 진북동 1160-14 ,35.83208151,127.128633,,기타,일반음식점,운영중
2366,행운집,"전북특별자치도 전주시 덕진구 견훤왕궁로 257, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1524-21 ,35.84086256,127.1452962,063-251-7092,한식,일반음식점,운영중
2367,김밥한끼,"전북특별자치도 전주시 덕진구 솔내7길 2, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 478-12 ,35.85974609,127.1216655,,분식,일반음식점,운영중
2368,유라이,"전북특별자치도 전주시 덕진구 건산로 223, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 401-1 ,35.8343794,127.1615699,,호프/통닭,일반음식점,운영중
2369,크라운호프전주만성점,"전북특별자치도 전주시 덕진구 만성중앙로 53-39, 1층 112,113호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1372-2 ,35.84336232,127.0773568,,한식,일반음식점,운영중
2370,메르밀진미집전주역점,"전북특별자치도 전주시 덕진구 우아3길 8, 1층 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 747-14 ,35.84907577,127.1558359,063-244-0407,한식,일반음식점,운영중
2371,카페베러데이,"전북특별자치도 전주시 덕진구 오정2길 15, 1층 (중동)",전북특별자치도 전주시 덕진구 중동 785-9 ,35.83464923,127.061364,,기타,일반음식점,운영중
2372,얌스만성점,"전북특별자치도 전주시 덕진구 만성중앙로 45, 1층 106호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1373-1 ,35.843115,127.0768393,,분식,일반음식점,운영중
2373,목화,"전북특별자치도 전주시 덕진구 건산1길 7, 1층 (진북동)",전북특별자치도 전주시 덕진구 진북동 341-6 우수장 ,35.83099517,127.1417715,063-277-3416,경양식,일반음식점,운영중
2374,포메인레드전주혁신점,"전북특별자치도 전주시 덕진구 기지로 77, 302동 1층 C-108호 (장동, 전북혁신도시 더 M city 센텀)",전북특별자치도 전주시 덕진구 장동 1111 전북혁신도시 더 M city 센텀 ,35.83880607,127.0592894,063-211-0110,"외국음식전문점(인도,태국등)",일반음식점,운영중
2375,송천생맥주,"전북특별자치도 전주시 덕진구 시천로 66, 1층 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 832-2 ,35.86508443,127.1146419,,호프/통닭,일반음식점,운영중
2376,본설렁탕전주금암점,"전북특별자치도 전주시 덕진구 전주천동로 492, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 761-6 ,35.83598839,127.130461,,한식,일반음식점,운영중
2377,공감우리,"전북특별자치도 전주시 덕진구 아중1길 20, 핑크빌 1층 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 917-2 핑크빌 ,35.82872756,127.1719001,,한식,일반음식점,운영중
2378,처갓집양념치킨인후점,"전북특별자치도 전주시 덕진구 거북바우로 148, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1581-3 ,35.8431795,127.1517472,,호프/통닭,일반음식점,운영중
2379,상무초밥전주송천점,"전북특별자치도 전주시 덕진구 송천중앙로 217, 1층 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 809-1 삼성디지털프라자 ,35.8663674,127.1212161,,일식,일반음식점,운영중
2380,가마꿉전주혁신도시점,"전북특별자치도 전주시 덕진구 오공로 43-7, 1층 106호 (중동)",전북특별자치도 전주시 덕진구 중동 776-11 ,35.83694573,127.0599755,063-223-2292,호프/통닭,일반음식점,운영중
2381,에코해적선,"전북특별자치도 전주시 덕진구 세병1길 20, 5층 501호 전체, 502호 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1327-1 ,35.87308874,127.1258373,063-271-7882,호프/통닭,일반음식점,운영중
2382,오가샐러드,"전북특별자치도 전주시 덕진구 솔내로 115, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 137-1 ,35.86039374,127.1264415,063-276-1229,기타,일반음식점,운영중
2383,하가가맥,"전북특별자치도 전주시 덕진구 가리내6길 10, 1층 일부호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 665-9 ,35.84492948,127.1107365,,정종/대포집/소주방,일반음식점,운영중
2384,가마치통닭송천에코시티점,"전북특별자치도 전주시 덕진구 세병로 111, 116동 1층 106호 (송천동2가, 에코시티자이)",전북특별자치도 전주시 덕진구 송천동2가 1308 에코시티자이 ,35.87454465,127.1352343,,한식,일반음식점,운영중
2385,치킨플러스전주인후아중점,"전북특별자치도 전주시 덕진구 명주5길 43, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1582-10 ,35.84244063,127.1517771,,정종/대포집/소주방,일반음식점,운영중
2386,장수골다슬기,"전북특별자치도 전주시 덕진구 안골2길 7-1, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 756-6 ,35.83922804,127.1563497,,한식,일반음식점,운영중
2387,가장맛있는족발전주에코시티점,"전북특별자치도 전주시 덕진구 세병2길 31-7, 1층 101호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1327-8 ,35.87334301,127.1273406,,한식,일반음식점,운영중
2388,치순이통닭아중점,"전북특별자치도 전주시 덕진구 정언신로 80, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 867-5 ,35.83059193,127.1625836,063-909-6119,호프/통닭,일반음식점,운영중
2389,가장맛있는족발전주만성점,"전북특별자치도 전주시 덕진구 만성중앙로 53-39, 1층 108호,109호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1372-2 ,35.84336232,127.0773568,063-211-5849,한식,일반음식점,운영중
2390,인생먹거리,"전북특별자치도 전주시 덕진구 솔내5길 7, 송학아파트 상가 104동 1층 102호 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 395-16 ,35.85793388,127.1215858,,한식,일반음식점,운영중
2391,광장포차시골집,"전북특별자치도 전주시 덕진구 권삼득로 333, 1층 117호,118호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 664-6 ,35.84492315,127.1258692,,한식,일반음식점,운영중
2392,한오백년추어탕전주점,"전북특별자치도 전주시 덕진구 아중로 109, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 912-6 ,35.82487232,127.1618247,,한식,일반음식점,운영중
2393,태종대조개구이,"전북특별자치도 전주시 덕진구 우아7길 9-5, 1층 일부호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 747-2 ,35.84959329,127.1550887,,한식,일반음식점,운영중
2394,준식당,"전북특별자치도 전주시 덕진구 건산로 77-8, 지하1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 259-5 ,35.8324901,127.1453969,,한식,일반음식점,운영중
2395,프랭크커핀바혁신점,"전북특별자치도 전주시 덕진구 오공로 43-13, 1층 105,106호 (중동)",전북특별자치도 전주시 덕진구 중동 776-12 ,35.83726099,127.0599496,063-223-3031,일식,일반음식점,운영중
2396,본죽앤비빔밥전주고려병원점,"전북특별자치도 전주시 덕진구 안덕원로 373, 1층 일부호 (산정동)",전북특별자치도 전주시 덕진구 산정동 853-2 ,35.83961114,127.1673595,,한식,일반음식점,운영중
2397,명주길가맥,"전북특별자치도 전주시 덕진구 명주5길 37, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1581-13 ,35.84289886,127.151573,,한식,일반음식점,운영중
2398,부송국수혁신점,"전북특별자치도 전주시 덕진구 혁신로 370, 1층 일부호 (장동)",전북특별자치도 전주시 덕진구 장동 123-1 ,35.84738594,127.0626865,,한식,일반음식점,운영중
2399,크라운호프에코1호점,"전북특별자치도 전주시 덕진구 세병로 178-6, 1층 102,103호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1299-8 ,35.87913665,127.133335,,호프/통닭,일반음식점,운영중
2400,순이네김밥,"전북특별자치도 전주시 덕진구 송천로 60, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 422-15 ,35.85859299,127.1180466,063-909-0660,경양식,일반음식점,운영중
2401,여기가좋겠네,"전북특별자치도 전주시 덕진구 세병2길 31-7, 2층 201호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1327-8 ,35.87334301,127.1273406,,한식,일반음식점,운영중
2402,아중포차,"전북특별자치도 전주시 덕진구 석소로 74-4, 1층 일부호 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 556-7 ,35.83373952,127.1680738,,정종/대포집/소주방,일반음식점,운영중
2403,대성고기백화점,"전북특별자치도 전주시 덕진구 팽나무6길 23, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 448-6 ,35.8337651,127.1562082,,호프/통닭,일반음식점,운영중
2404,찬달,"전북특별자치도 전주시 덕진구 아중중앙로 13, 일부호 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 914-3 ,35.82953211,127.1722459,,한식,일반음식점,운영중
2405,본죽앤비빔밥전주대자인병원점,"전북특별자치도 전주시 덕진구 견훤로 379, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1577-5 ,35.84496391,127.1530012,,한식,일반음식점,운영중
2406,양누리,"전북특별자치도 전주시 덕진구 두간로 6, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 831-1 ,35.86517773,127.1150727,063-277-8686,식육(숯불구이),일반음식점,운영중
2407,달빛옥상,"전북특별자치도 전주시 덕진구 천마산로 67-1, 1.2층 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 202-109 ,35.86508736,127.1286268,,기타,일반음식점,운영중
2408,파란저택,"전북특별자치도 전주시 덕진구 전주천동로 436, 2층 일부호 (진북동)",전북특별자치도 전주시 덕진구 진북동 1161-24 ,35.83246167,127.1276106,,한식,일반음식점,운영중
2409,아림석쇠,"전북특별자치도 전주시 덕진구 만성중앙로 17-55, 1층 (만성동)",전북특별자치도 전주시 덕진구 만성동 1363-10 ,35.84519308,127.0739814,,한식,일반음식점,운영중
